Orthologous Cluster ID,Species,ENSEMBL ID,Gene,Expression,log2 Fold Change,FDR
HS12073,Homo sapiens,ENSG00000076053,RBM7,up_regulated,0.678136,6.29E-04
HS9773,Homo sapiens,ENSG00000167703,SLC43A2,up_regulated,0.650206,3.95E-04
HS2057,Homo sapiens,ENSG00000181804,SLC9A9,up_regulated,0.423715,0.014274
HS473,Homo sapiens,ENSG00000159110,IFNAR2,up_regulated,0.618528,0.00129545
HS9793,Homo sapiens,ENSG00000253958,CLDN23,up_regulated,2.53801,4.10E-21
HS5024,Homo sapiens,ENSG00000158796,DEDD,up_regulated,0.918184,1.46E-10
HS11818,Homo sapiens,ENSG00000148832,PAOX,up_regulated,1.03423,4.18E-06
HS8722,Homo sapiens,ENSG00000104368,PLAT,up_regulated,0.529897,2.48E-04
HS1240,Homo sapiens,ENSG00000173918,C1QTNF1,up_regulated,0.359717,0.0295265
HS7762,Homo sapiens,ENSG00000106605,BLVRA,up_regulated,0.723462,1.09E-05
HS12996,Homo sapiens,ENSG00000253276,CCDC71L,up_regulated,0.533603,0.00628476
HS2540,Homo sapiens,ENSG00000164307,ERAP1,up_regulated,1.04499,2.14E-11
HS3622,Homo sapiens,ENSG00000159228,CBR1,up_regulated,0.765937,2.80E-06
HS11139,Homo sapiens,ENSG00000143344,RGL1,up_regulated,1.47311,9.43E-06
HS4555,Homo sapiens,ENSG00000185753,CXorf38,up_regulated,1.65874,4.20E-23
HS4535,Homo sapiens,ENSG00000177706,FAM20C,up_regulated,0.340591,0.0437402
HS8527,Homo sapiens,ENSG00000136156,ITM2B,up_regulated,0.403274,0.0156905
HS2779,Homo sapiens,ENSG00000178078,STAP2,up_regulated,0.675183,0.00171456
HS12201,Homo sapiens,ENSG00000135655,USP15,up_regulated,1.25926,6.67E-17
HS9637,Homo sapiens,ENSG00000115977,AAK1,up_regulated,0.440127,0.0422239
HS1008,Homo sapiens,ENSG00000134121,CHL1,up_regulated,0.519272,0.0203675
HS4624,Homo sapiens,ENSG00000133639,BTG1,up_regulated,0.506043,0.00296567
HS14542,Homo sapiens,ENSG00000256594,RP11-705C15.2,up_regulated,0.73529,0.0235147
HS12751,Homo sapiens,ENSG00000183929,DUSP5P1,up_regulated,0.94207,0.00144038
HS1874,Homo sapiens,ENSG00000157693,C9orf91,up_regulated,1.17421,4.38E-10
HS3740,Homo sapiens,ENSG00000170581,STAT2,up_regulated,2.47324,0
HS1147,Homo sapiens,ENSG00000243302,RP11-274B21.2,up_regulated,0.728708,0.00814202
HS1523,Homo sapiens,ENSG00000117500,TMED5,up_regulated,0.334533,0.043247
HS6624,Homo sapiens,ENSG00000128203,ASPHD2,up_regulated,4.33556,0
HS2603,Homo sapiens,ENSG00000182179,UBA7,up_regulated,2.75942,0
HS10487,Homo sapiens,ENSG00000198517,MAFK,up_regulated,1.16113,1.90E-09
HS2849,Homo sapiens,ENSG00000184675,AMER1,up_regulated,0.602699,0.00471881
HS849,Homo sapiens,ENSG00000225492,GBP1P1,up_regulated,8.42359,0
HS14452,Homo sapiens,ENSG00000132478,UNK,up_regulated,0.616764,2.26E-04
HS8589,Homo sapiens,ENSG00000095951,HIVEP1,up_regulated,0.581146,5.61E-04
HS708,Homo sapiens,ENSG00000235609,AF127936.9,up_regulated,0.725697,0.00963058
HS7297,Homo sapiens,ENSG00000172766,NAA16,up_regulated,0.522698,0.0100155
HS12740,Homo sapiens,ENSG00000172183,ISG20,up_regulated,5.20065,0
HS5397,Homo sapiens,ENSG00000002745,WNT16,up_regulated,0.665765,3.85E-04
HS10997,Homo sapiens,ENSG00000174718,KIAA1551,up_regulated,0.432444,0.0290141
HS1333,Homo sapiens,ENSG00000182107,TMEM30B,up_regulated,1.44605,8.91E-08
HS8808,Homo sapiens,ENSG00000141971,MVB12A,up_regulated,0.603213,4.92E-04
HS2149,Homo sapiens,ENSG00000121879,PIK3CA,up_regulated,0.661481,3.81E-04
HS7929,Homo sapiens,ENSG00000170396,ZNF804A,up_regulated,0.736606,0.00309936
HS8679,Homo sapiens,ENSG00000118564,FBXL5,up_regulated,0.442339,0.0271537
HS7130,Homo sapiens,ENSG00000164379,FOXQ1,up_regulated,0.467708,0.0285765
HS11646,Homo sapiens,ENSG00000105953,OGDH,up_regulated,0.354788,0.0370894
HS3798,Homo sapiens,ENSG00000267248,CTD-2319I12.4,up_regulated,0.736541,0.0145759
HS3336,Homo sapiens,ENSG00000079385,CEACAM1,up_regulated,4.30491,2.03E-36
HS1757,Homo sapiens,ENSG00000140105,WARS,up_regulated,4.21652,0
HS6439,Homo sapiens,ENSG00000187951,ARHGAP11B,up_regulated,0.87372,4.33E-04
HS1581,Homo sapiens,ENSG00000157045,NTAN1,up_regulated,0.34191,0.0473704
HS2,Homo sapiens,ENSG00000152778,IFIT5,up_regulated,2.92293,0
HS12383,Homo sapiens,ENSG00000183696,UPP1,up_regulated,0.682099,7.27E-05
HS9927,Homo sapiens,ENSG00000144655,CSRNP1,up_regulated,1.93716,1.26E-33
HS2718,Homo sapiens,ENSG00000068024,HDAC4,up_regulated,0.943953,2.38E-07
HS9358,Homo sapiens,ENSG00000173917,HOXB2,up_regulated,0.883362,7.44E-08
HS9837,Homo sapiens,ENSG00000163328,GPR155,up_regulated,0.589046,0.0232631
HS782,Homo sapiens,ENSG00000244694,PTCHD4,up_regulated,1.48239,3.20E-07
HS12907,Homo sapiens,ENSG00000064932,SBNO2,up_regulated,0.416403,0.0301838
HS12574,Homo sapiens,ENSG00000272711,RP11-259N19.1,up_regulated,1.36429,5.10E-14
HS232,Homo sapiens,ENSG00000138600,SPPL2A,up_regulated,0.466199,0.00695821
HS11079,Homo sapiens,ENSG00000165322,ARHGAP12,up_regulated,0.46116,0.0147176
HS2044,Homo sapiens,ENSG00000158683,PKD1L1,up_regulated,2.33333,5.46E-15
HS8483,Homo sapiens,ENSG00000188001,TPRG1,up_regulated,1.0523,0.00162169
HS10630,Homo sapiens,ENSG00000130303,BST2,up_regulated,4.77349,0
HS8225,Homo sapiens,ENSG00000114529,C3orf52,up_regulated,1.24882,1.08E-08
HS12338,Homo sapiens,ENSG00000165997,ARL5B,up_regulated,1.85788,9.23E-15
HS1252,Homo sapiens,ENSG00000197142,ACSL5,up_regulated,1.58672,2.31E-14
HS4205,Homo sapiens,ENSG00000135378,PRRG4,up_regulated,3.23324,2.34E-26
HS3704,Homo sapiens,ENSG00000198945,L3MBTL3,up_regulated,0.593747,0.00251637
HS256,Homo sapiens,ENSG00000214226,C17orf67,up_regulated,1.91293,4.02E-17
HS12396,Homo sapiens,ENSG00000148344,PTGES,up_regulated,0.535555,4.71E-04
HS10230,Homo sapiens,ENSG00000006062,MAP3K14,up_regulated,1.18436,6.40E-08
HS9110,Homo sapiens,ENSG00000008311,AASS,up_regulated,0.611543,0.00376864
HS8707,Homo sapiens,ENSG00000242574,HLA-DMB,up_regulated,1.28158,0.00169073
HS13715,Homo sapiens,ENSG00000083223,ZCCHC6,up_regulated,0.359402,0.0392944
HS1043,Homo sapiens,ENSG00000233705,SLC26A4-AS1,up_regulated,5.29136,0
HS11035,Homo sapiens,ENSG00000242588,RP11-274B21.14,up_regulated,0.783961,5.14E-04
HS2762,Homo sapiens,ENSG00000244731,C4A,up_regulated,2.20879,1.81E-10
HS3535,Homo sapiens,ENSG00000143772,ITPKB,up_regulated,0.55848,0.00876179
HS5317,Homo sapiens,ENSG00000101825,MXRA5,up_regulated,0.479725,0.00125488
HS487,Homo sapiens,ENSG00000136098,NEK3,up_regulated,0.820331,3.37E-04
HS11421,Homo sapiens,ENSG00000150961,SEC24D,up_regulated,0.459749,0.00548572
HS12186,Homo sapiens,ENSG00000152518,ZFP36L2,up_regulated,1.08276,2.61E-15
HS11773,Homo sapiens,ENSG00000106392,C1GALT1,up_regulated,0.519322,0.00783057
HS23,Homo sapiens,ENSG00000143376,SNX27,up_regulated,1.29256,9.29E-17
HS8772,Homo sapiens,ENSG00000197632,SERPINB2,up_regulated,0.482676,0.00140001
HS7774,Homo sapiens,ENSG00000184378,ACTRT3,up_regulated,0.506071,0.0387526
HS3496,Homo sapiens,ENSG00000247317,RP11-273G15.2,up_regulated,1.97424,1.72E-25
HS5216,Homo sapiens,ENSG00000152527,PLEKHH2,up_regulated,1.70716,1.74E-14
HS13277,Homo sapiens,ENSG00000151327,FAM177A1,up_regulated,0.655922,4.11E-05
HS12255,Homo sapiens,ENSG00000183621,ZNF438,up_regulated,0.977786,1.46E-05
HS1925,Homo sapiens,ENSG00000120802,TMPO,up_regulated,0.542343,0.0160484
HS6865,Homo sapiens,ENSG00000159840,ZYX,up_regulated,0.82974,1.24E-07
HS7412,Homo sapiens,ENSG00000176845,METRNL,up_regulated,0.756617,1.64E-07
HS11483,Homo sapiens,ENSG00000112576,CCND3,up_regulated,1.1511,1.10E-15
HS5424,Homo sapiens,ENSG00000121064,SCPEP1,up_regulated,0.71187,2.78E-07
HS7630,Homo sapiens,ENSG00000172216,CEBPB,up_regulated,0.724474,1.53E-05
HS1421,Homo sapiens,ENSG00000110925,CSRNP2,up_regulated,0.728032,6.24E-07
HS1824,Homo sapiens,ENSG00000181192,DHTKD1,up_regulated,0.570226,0.00183542
HS14242,Homo sapiens,ENSG00000139687,RB1,up_regulated,0.619266,4.41E-04
HS3795,Homo sapiens,ENSG00000155465,SLC7A7,up_regulated,0.843178,7.78E-06
HS5117,Homo sapiens,ENSG00000197971,MBP,up_regulated,1.49385,2.37E-15
HS11103,Homo sapiens,ENSG00000082212,ME2,up_regulated,0.705473,6.15E-05
HS7118,Homo sapiens,ENSG00000205629,LCMT1,up_regulated,0.926442,1.13E-07
HS1962,Homo sapiens,ENSG00000126778,SIX1,up_regulated,1.3525,3.29E-16
HS14483,Homo sapiens,ENSG00000215193,PEX26,up_regulated,0.364836,0.0337464
HS4297,Homo sapiens,ENSG00000174749,C4orf32,up_regulated,1.42857,7.32E-15
HS7312,Homo sapiens,ENSG00000213626,LBH,up_regulated,1.31947,3.13E-11
HS5626,Homo sapiens,ENSG00000119508,NR4A3,up_regulated,1.94172,6.98E-20
HS8520,Homo sapiens,ENSG00000151702,FLI1,up_regulated,0.805905,6.02E-04
HS495,Homo sapiens,ENSG00000235863,B3GALT4,up_regulated,0.46881,0.0295637
HS8989,Homo sapiens,ENSG00000139318,DUSP6,up_regulated,1.44257,6.16E-17
HS3596,Homo sapiens,ENSG00000163932,PRKCD,up_regulated,1.06633,1.21E-04
HS13245,Homo sapiens,ENSG00000183580,FBXL7,up_regulated,1.79106,3.70E-38
HS3864,Homo sapiens,ENSG00000184371,CSF1,up_regulated,1.4515,9.71E-24
HS6654,Homo sapiens,ENSG00000085365,SCAMP1,up_regulated,0.680954,7.11E-05
HS1668,Homo sapiens,ENSG00000137393,RNF144B,up_regulated,0.591878,0.0447917
HS11286,Homo sapiens,ENSG00000151364,KCTD14,up_regulated,3.35451,1.40E-45
HS8883,Homo sapiens,ENSG00000152689,RASGRP3,up_regulated,3.34471,7.34E-13
HS6342,Homo sapiens,ENSG00000134321,RSAD2,up_regulated,11.3544,0
HS9764,Homo sapiens,ENSG00000272463,RP11-532F6.3,up_regulated,3.60443,8.89E-27
HS2700,Homo sapiens,ENSG00000067221,STOML1,up_regulated,1.84331,3.84E-28
HS3979,Homo sapiens,ENSG00000119986,AVPI1,up_regulated,1.23341,1.34E-12
HS1661,Homo sapiens,ENSG00000117475,BLZF1,up_regulated,1.98841,7.79E-37
HS5773,Homo sapiens,ENSG00000133028,SCO1,up_regulated,0.611159,3.43E-04
HS6323,Homo sapiens,ENSG00000166546,BEAN1,up_regulated,1.40089,1.97E-09
HS12735,Homo sapiens,ENSG00000166165,CKB,up_regulated,1.26993,2.94E-14
HS11041,Homo sapiens,ENSG00000188290,HES4,up_regulated,4.92212,0
HS13259,Homo sapiens,ENSG00000120526,NUDCD1,up_regulated,1.94119,1.49E-36
HS8825,Homo sapiens,ENSG00000133401,PDZD2,up_regulated,3.61721,3.37E-21
HS12208,Homo sapiens,ENSG00000154640,BTG3,up_regulated,0.451263,0.00993097
HS14055,Homo sapiens,ENSG00000060718,COL11A1,up_regulated,2.41656,2.89E-24
HS11087,Homo sapiens,ENSG00000105894,PTN,up_regulated,1.2247,7.65E-11
HS9951,Homo sapiens,ENSG00000163297,ANTXR2,up_regulated,1.12552,5.10E-18
HS9727,Homo sapiens,ENSG00000079156,OSBPL6,up_regulated,1.87333,5.65E-19
HS12302,Homo sapiens,ENSG00000259431,THTPA,up_regulated,0.587203,0.0192069
HS1512,Homo sapiens,ENSG00000269959,SPACA6P-AS,up_regulated,1.36278,3.17E-05
HS3391,Homo sapiens,ENSG00000196405,EVL,up_regulated,0.584645,2.80E-04
HS12592,Homo sapiens,ENSG00000003400,CASP10,up_regulated,2.71779,8.25E-18
HS14529,Homo sapiens,ENSG00000138688,KIAA1109,up_regulated,0.369166,0.0223686
HS9817,Homo sapiens,ENSG00000164951,PDP1,up_regulated,0.786972,1.17E-05
HS4691,Homo sapiens,ENSG00000124785,NRN1,up_regulated,1.04516,9.62E-13
HS884,Homo sapiens,ENSG00000160888,IER2,up_regulated,2.1793,1.09E-41
HS1733,Homo sapiens,ENSG00000213699,SLC35F6,up_regulated,0.393312,0.023279
HS2423,Homo sapiens,ENSG00000197324,LRP10,up_regulated,0.480037,8.92E-04
HS4467,Homo sapiens,ENSG00000107854,TNKS2,up_regulated,0.658124,1.45E-05
HS139,Homo sapiens,ENSG00000115904,SOS1,up_regulated,0.799065,4.21E-08
HS2066,Homo sapiens,ENSG00000164038,SLC9B2,up_regulated,0.540294,3.86E-04
HS7976,Homo sapiens,ENSG00000179152,TCAIM,up_regulated,0.460598,0.0349502
HS6279,Homo sapiens,ENSG00000121858,TNFSF10,up_regulated,8.10481,0
HS3783,Homo sapiens,ENSG00000224289,IFIT6P,up_regulated,8.09073,0
HS11004,Homo sapiens,ENSG00000177614,PGBD5,up_regulated,0.624309,0.0152303
HS13772,Homo sapiens,ENSG00000108021,FAM208B,up_regulated,0.726733,1.61E-07
HS10946,Homo sapiens,ENSG00000116514,RNF19B,up_regulated,2.8833,0
HS10317,Homo sapiens,ENSG00000134668,SPOCD1,up_regulated,0.818208,3.41E-09
HS5360,Homo sapiens,ENSG00000198160,MIER1,up_regulated,0.915249,1.65E-07
HS2367,Homo sapiens,ENSG00000122417,ODF2L,up_regulated,1.35011,1.63E-13
HS13867,Homo sapiens,ENSG00000041988,THAP3,up_regulated,1.26639,1.12E-14
HS2906,Homo sapiens,ENSG00000121211,MND1,up_regulated,1.88967,1.27E-08
HS13402,Homo sapiens,ENSG00000176095,IP6K1,up_regulated,0.549269,1.12E-04
HS9329,Homo sapiens,ENSG00000196072,BLOC1S2,up_regulated,0.480249,0.01232
HS4100,Homo sapiens,ENSG00000164920,OSR2,up_regulated,0.704743,1.64E-07
HS12669,Homo sapiens,ENSG00000066084,DIP2B,up_regulated,0.75409,5.40E-07
HS3542,Homo sapiens,ENSG00000116194,ANGPTL1,up_regulated,5.82433,0
HS167,Homo sapiens,ENSG00000100300,TSPO,up_regulated,0.354722,0.0380326
HS1106,Homo sapiens,ENSG00000151466,SCLT1,up_regulated,2.58357,9.43E-39
HS12795,Homo sapiens,ENSG00000139531,SUOX,up_regulated,1.90577,9.75E-19
HS6204,Homo sapiens,ENSG00000101608,MYL12A,up_regulated,0.341461,0.0247025
HS5903,Homo sapiens,ENSG00000179104,TMTC2,up_regulated,0.77286,8.59E-04
HS5701,Homo sapiens,ENSG00000135926,TMBIM1,up_regulated,0.826971,8.52E-10
HS9954,Homo sapiens,ENSG00000104312,RIPK2,up_regulated,0.829443,3.30E-07
HS12538,Homo sapiens,ENSG00000140406,MESDC1,up_regulated,1.07444,2.84E-06
HS12851,Homo sapiens,ENSG00000126709,IFI6,up_regulated,4.62191,0
HS9832,Homo sapiens,ENSG00000171049,FPR2,up_regulated,2.76407,1.12E-13
HS11927,Homo sapiens,ENSG00000100731,PCNX,up_regulated,0.846565,5.41E-10
HS1374,Homo sapiens,ENSG00000087299,L2HGDH,up_regulated,1.91174,5.73E-10
HS9816,Homo sapiens,ENSG00000186654,PRR5,up_regulated,0.673169,0.00132876
HS10677,Homo sapiens,ENSG00000082269,FAM135A,up_regulated,0.823754,2.19E-05
HS14421,Homo sapiens,ENSG00000152818,UTRN,up_regulated,0.397234,0.00787879
HS3759,Homo sapiens,ENSG00000115325,DOK1,up_regulated,0.615873,3.67E-04
HS14154,Homo sapiens,ENSG00000142197,DOPEY2,up_regulated,0.456105,0.00902748
HS6746,Homo sapiens,ENSG00000137265,IRF4,up_regulated,2.32283,6.36E-15
HS10336,Homo sapiens,ENSG00000116205,TCEANC2,up_regulated,0.581131,0.00257413
HS6937,Homo sapiens,ENSG00000162645,GBP2,up_regulated,3.6698,0
HS7391,Homo sapiens,ENSG00000160013,PTGIR,up_regulated,1.98842,2.63E-25
HS772,Homo sapiens,ENSG00000169249,ZRSR2,up_regulated,0.938644,3.84E-07
HS4572,Homo sapiens,ENSG00000011243,AKAP8L,up_regulated,0.467306,0.00873217
HS13645,Homo sapiens,ENSG00000237931,CLIC4P3,up_regulated,0.868411,1.72E-04
HS1110,Homo sapiens,ENSG00000188993,LRRC66,up_regulated,1.1298,3.74E-04
HS8802,Homo sapiens,ENSG00000115504,EHBP1,up_regulated,0.705422,2.79E-05
HS236,Homo sapiens,ENSG00000144791,LIMD1,up_regulated,0.564135,0.00179064
HS8963,Homo sapiens,ENSG00000137947,GTF2B,up_regulated,1.28041,4.50E-13
HS13671,Homo sapiens,ENSG00000130479,MAP1S,up_regulated,0.490247,0.022622
HS10199,Homo sapiens,ENSG00000050405,LIMA1,up_regulated,1.21652,5.00E-21
HS5101,Homo sapiens,ENSG00000137959,IFI44L,up_regulated,8.6594,0
HS10205,Homo sapiens,ENSG00000100258,LMF2,up_regulated,0.439508,0.0175883
HS6990,Homo sapiens,ENSG00000108688,CCL7,up_regulated,3.91386,0
HS580,Homo sapiens,ENSG00000243753,HLA-L,up_regulated,0.886493,3.62E-04
HS2530,Homo sapiens,ENSG00000162654,GBP4,up_regulated,9.20392,0
HS2530,Homo sapiens,ENSG00000213512,GBP7,up_regulated,7.6102,6.36E-40
HS9179,Homo sapiens,ENSG00000110090,CPT1A,up_regulated,1.04539,7.51E-13
HS6974,Homo sapiens,ENSG00000088280,ASAP3,up_regulated,0.589623,2.13E-04
HS225,Homo sapiens,ENSG00000169946,ZFPM2,up_regulated,2.48563,8.07E-17
HS5544,Homo sapiens,ENSG00000226025,LGALS17A,up_regulated,6.65673,0
HS6747,Homo sapiens,ENSG00000158122,AAED1,up_regulated,1.02312,6.53E-09
HS2817,Homo sapiens,ENSG00000175879,HOXD8,up_regulated,1.1344,2.82E-08
HS11849,Homo sapiens,ENSG00000138741,TRPC3,up_regulated,1.34842,2.23E-05
HS4500,Homo sapiens,ENSG00000100346,CACNA1I,up_regulated,4.36157,3.01E-33
HS4070,Homo sapiens,ENSG00000225968,ELFN1,up_regulated,0.43931,0.0113496
HS3892,Homo sapiens,ENSG00000198963,RORB,up_regulated,3.21706,0
HS360,Homo sapiens,ENSG00000065054,SLC9A3R2,up_regulated,0.737205,1.38E-05
HS9184,Homo sapiens,ENSG00000163702,IL17RC,up_regulated,0.6871,2.87E-05
HS10449,Homo sapiens,ENSG00000134326,CMPK2,up_regulated,8.97698,0
HS10622,Homo sapiens,ENSG00000107201,DDX58,up_regulated,6.95411,0
HS13289,Homo sapiens,ENSG00000114698,PLSCR4,up_regulated,1.67893,3.26E-25
HS3154,Homo sapiens,ENSG00000176907,C8orf4,up_regulated,0.658161,0.0103289
HS10332,Homo sapiens,ENSG00000155744,FAM126B,up_regulated,0.498983,0.0244834
HS12008,Homo sapiens,ENSG00000105327,BBC3,up_regulated,1.51048,8.93E-13
HS12521,Homo sapiens,ENSG00000132780,NASP,up_regulated,0.722838,5.36E-06
HS11417,Homo sapiens,ENSG00000092098,RNF31,up_regulated,1.11624,4.17E-09
HS12421,Homo sapiens,ENSG00000183023,SLC8A1,up_regulated,1.72026,1.18E-16
HS8536,Homo sapiens,ENSG00000167528,ZNF641,up_regulated,1.07277,9.28E-09
HS11768,Homo sapiens,ENSG00000171877,FRMD5,up_regulated,0.898634,2.07E-05
HS545,Homo sapiens,ENSG00000095794,CREM,up_regulated,1.05066,2.01E-08
HS2630,Homo sapiens,ENSG00000001629,ANKIB1,up_regulated,1.31843,4.43E-24
HS171,Homo sapiens,ENSG00000243649,CFB,up_regulated,1.83703,8.46E-11
HS10904,Homo sapiens,ENSG00000181481,RNF135,up_regulated,0.642584,1.66E-04
HS3210,Homo sapiens,ENSG00000107816,LZTS2,up_regulated,1.28459,2.02E-16
HS2169,Homo sapiens,ENSG00000169255,B3GALNT1,up_regulated,2.85934,0
HS6471,Homo sapiens,ENSG00000189319,FAM53B,up_regulated,0.816778,7.79E-04
HS14214,Homo sapiens,ENSG00000096696,DSP,up_regulated,0.576388,9.67E-04
HS7149,Homo sapiens,ENSG00000116691,MIIP,up_regulated,1.67873,8.30E-22
HS3178,Homo sapiens,ENSG00000164309,CMYA5,up_regulated,0.648408,0.00463295
HS11365,Homo sapiens,ENSG00000143867,OSR1,up_regulated,0.54465,0.00796816
HS1048,Homo sapiens,ENSG00000118507,AKAP7,up_regulated,1.76924,1.14E-17
HS13212,Homo sapiens,ENSG00000111885,MAN1A1,up_regulated,0.382237,0.0135483
HS14547,Homo sapiens,ENSG00000008130,NADK,up_regulated,1.09459,4.55E-13
HS639,Homo sapiens,ENSG00000125844,RRBP1,up_regulated,0.658551,8.57E-05
HS3548,Homo sapiens,ENSG00000196083,IL1RAP,up_regulated,0.637736,0.00104842
HS5393,Homo sapiens,ENSG00000154429,CCSAP,up_regulated,0.565205,0.0119698
HS1630,Homo sapiens,ENSG00000197448,GSTK1,up_regulated,0.89251,1.45E-11
HS13949,Homo sapiens,ENSG00000219201,RP11-181C21.4,up_regulated,0.991216,4.83E-07
HS13392,Homo sapiens,ENSG00000144645,OSBPL10,up_regulated,1.66564,4.11E-10
HS7256,Homo sapiens,ENSG00000125384,PTGER2,up_regulated,0.513318,0.00114904
HS4033,Homo sapiens,ENSG00000068400,GRIPAP1,up_regulated,0.780943,4.18E-06
HS2637,Homo sapiens,ENSG00000160691,SHC1,up_regulated,0.330973,0.041967
HS14689,Homo sapiens,ENSG00000128285,MCHR1,up_regulated,0.724472,0.0331126
HS851,Homo sapiens,ENSG00000116793,PHTF1,up_regulated,0.388702,0.0373866
HS11456,Homo sapiens,ENSG00000136643,RPS6KC1,up_regulated,0.947492,3.00E-11
HS1779,Homo sapiens,ENSG00000242600,MBL1P,up_regulated,2.78539,1.10E-15
HS9915,Homo sapiens,ENSG00000186806,VSIG10L,up_regulated,1.12705,3.46E-09
HS13098,Homo sapiens,ENSG00000152749,GPR180,up_regulated,1.58104,1.78E-16
HS544,Homo sapiens,ENSG00000092421,SEMA6A,up_regulated,1.42189,9.36E-06
HS3775,Homo sapiens,ENSG00000164220,F2RL2,up_regulated,1.08697,7.13E-04
HS14402,Homo sapiens,ENSG00000157873,TNFRSF14,up_regulated,0.896642,3.42E-09
HS12948,Homo sapiens,ENSG00000065320,NTN1,up_regulated,0.548019,0.00171966
HS3808,Homo sapiens,ENSG00000197445,C16orf47,up_regulated,6.77473,0
HS8709,Homo sapiens,ENSG00000115339,GALNT3,up_regulated,3.05613,9.79E-27
HS11564,Homo sapiens,ENSG00000167207,NOD2,up_regulated,4.73659,0
HS2447,Homo sapiens,ENSG00000175643,RMI2,up_regulated,2.28873,1.78E-12
HS6129,Homo sapiens,ENSG00000161921,CXCL16,up_regulated,4.02023,0
HS4603,Homo sapiens,ENSG00000129467,ADCY4,up_regulated,0.843946,6.84E-06
HS6251,Homo sapiens,ENSG00000116815,CD58,up_regulated,0.572938,0.00923272
HS6796,Homo sapiens,ENSG00000129465,RIPK3,up_regulated,0.887187,7.06E-07
HS12994,Homo sapiens,ENSG00000138172,CALHM2,up_regulated,0.536041,2.17E-04
HS2440,Homo sapiens,ENSG00000160097,FNDC5,up_regulated,0.894557,0.00258505
HS12052,Homo sapiens,ENSG00000186088,GSAP,up_regulated,0.808424,0.0213466
HS14609,Homo sapiens,ENSG00000250742,RP11-834C11.4,up_regulated,0.969863,6.95E-07
HS12857,Homo sapiens,ENSG00000139083,ETV6,up_regulated,1.67597,8.46E-22
HS4320,Homo sapiens,ENSG00000234883,MIR155HG,up_regulated,2.43865,2.12E-16
HS4140,Homo sapiens,ENSG00000167550,RHEBL1,up_regulated,1.6916,4.86E-07
HS9805,Homo sapiens,ENSG00000162496,DHRS3,up_regulated,1.31016,8.40E-18
HS3483,Homo sapiens,ENSG00000116954,RRAGC,up_regulated,0.76413,5.58E-08
HS7572,Homo sapiens,ENSG00000117228,GBP1,up_regulated,5.84744,0
HS7572,Homo sapiens,ENSG00000117226,GBP3,up_regulated,4.1482,0
HS30,Homo sapiens,ENSG00000157216,SSBP3,up_regulated,0.406681,0.00950803
HS13513,Homo sapiens,ENSG00000136715,SAP130,up_regulated,1.01661,1.07E-09
HS4782,Homo sapiens,ENSG00000120837,NFYB,up_regulated,0.737194,4.64E-05
HS668,Homo sapiens,ENSG00000075945,KIFAP3,up_regulated,0.724116,2.85E-06
HS9620,Homo sapiens,ENSG00000138640,FAM13A,up_regulated,0.877745,9.05E-07
HS5587,Homo sapiens,ENSG00000162772,ATF3,up_regulated,3.58691,5.02E-10
HS1672,Homo sapiens,ENSG00000133466,C1QTNF6,up_regulated,0.523435,0.00190461
HS7573,Homo sapiens,ENSG00000100147,CCDC134,up_regulated,0.621934,0.0198458
HS3186,Homo sapiens,ENSG00000177469,PTRF,up_regulated,0.370355,0.0113238
HS9742,Homo sapiens,ENSG00000135164,DMTF1,up_regulated,0.821595,1.05E-06
HS1471,Homo sapiens,ENSG00000136205,TNS3,up_regulated,0.394413,0.0331517
HS6586,Homo sapiens,ENSG00000135503,ACVR1B,up_regulated,0.792645,2.98E-07
HS899,Homo sapiens,ENSG00000174243,DDX23,up_regulated,0.355784,0.0268874
HS8360,Homo sapiens,ENSG00000151617,EDNRA,up_regulated,0.440186,0.035485
HS7599,Homo sapiens,ENSG00000236562,RP11-396M11.1,up_regulated,1.35111,1.36E-07
HS2679,Homo sapiens,ENSG00000171444,MCC,up_regulated,0.909751,1.02E-05
HS8930,Homo sapiens,ENSG00000147889,CDKN2A,up_regulated,0.476452,0.0324064
HS591,Homo sapiens,ENSG00000011566,MAP4K3,up_regulated,1.23836,2.57E-08
HS4790,Homo sapiens,ENSG00000197818,SLC9A8,up_regulated,0.376973,0.0464925
HS10081,Homo sapiens,ENSG00000096060,FKBP5,up_regulated,1.14492,6.97E-11
HS1788,Homo sapiens,ENSG00000229474,PATL2,up_regulated,2.19749,1.79E-12
HS10567,Homo sapiens,ENSG00000100567,PSMA3,up_regulated,0.862982,4.66E-08
HS3347,Homo sapiens,ENSG00000113583,C5orf15,up_regulated,0.506877,8.85E-04
HS6299,Homo sapiens,ENSG00000100490,CDKL1,up_regulated,2.24116,5.34E-22
HS11297,Homo sapiens,ENSG00000138496,PARP9,up_regulated,4.01826,0
HS1179,Homo sapiens,ENSG00000155090,KLF10,up_regulated,0.794994,3.93E-09
HS2378,Homo sapiens,ENSG00000187513,GJA4,up_regulated,0.6973,0.0194475
HS3523,Homo sapiens,ENSG00000132481,TRIM47,up_regulated,0.58465,0.00204628
HS4316,Homo sapiens,ENSG00000136770,DNAJC1,up_regulated,0.890572,2.79E-09
HS5559,Homo sapiens,ENSG00000128849,CGNL1,up_regulated,0.829261,0.00316774
HS7810,Homo sapiens,ENSG00000091656,ZFHX4,up_regulated,1.28188,0.0014414
